product_category,transport_mode,weather_condition,distance_km,shipment_weight,shipment_volume,traffic_index,route_complexity_score,number_of_stops,driver_experience_years,origin_warehouse_load,destination_warehouse_load,processing_time_hours,fuel_price,holiday_flag,strike_flag,dispatch_delay_hours,handling_issues_count,documentation_delay_flag,delay_duration_hours
Food,Air,Clear,2329.9,241.88,4.89,1.04,5.81,7,12.32,1.43,0.41,4.31,78.09,0,0,1.43,1,0,69.88
Pharma,Air,Clear,1853.1,11.55,1.89,1.06,1.79,2,15.05,0.64,0.87,26.75,89.73,0,0,9.78,2,0,59.2
Food,Air,Rain,2558.15,383.1,2.47,8.38,1.49,8,1.25,0.97,0.8,36.84,98.4,0,0,8.72,2,0,108.53
Food,Road,Storm,1025.59,99.26,1.93,7.75,8.18,7,15.15,1.49,0.99,47.2,102.6,0,0,20.49,0,0,124.24
Food,Air,Clear,539.8,433.44,4.83,7.7,1.29,5,6.93,1.0,0.78,16.33,100.7,0,0,2.62,3,0,64.43
Pharma,Sea,Rain,513.27,12.11,2.07,4.18,9.99,5,15.34,1.01,0.84,17.0,78.29,1,0,3.92,1,0,76.29
Pharma,Air,Rain,847.56,266.53,0.67,7.29,2.15,4,15.65,0.5,1.25,42.2,88.1,0,0,6.5,2,0,70.69
Food,Rail,Rain,1366.37,388.55,1.33,3.31,7.98,1,5.89,0.68,0.45,34.0,102.32,0,0,9.64,0,0,60.88
Clothing,Air,Clear,2634.27,119.74,2.18,3.78,8.81,5,14.45,0.53,0.79,45.91,92.44,0,0,13.78,0,0,79.48
Furniture,Sea,Storm,314.13,354.07,3.05,6.06,3.76,7,6.91,1.41,0.47,23.66,101.65,0,0,20.94,0,0,101.61
Furniture,Sea,Clear,2749.96,360.71,3.13,7.3,5.87,5,14.63,0.86,1.42,30.16,104.19,0,0,10.32,2,0,107.66
Furniture,Road,Fog,2780.21,319.28,3.82,3.39,9.57,6,4.2,0.73,1.29,4.63,85.98,0,0,6.46,0,1,96.19
Pharma,Road,Fog,2195.35,182.76,3.27,7.11,9.6,1,2.01,1.18,1.32,46.54,83.17,0,0,1.73,1,0,96.33
Pharma,Road,Clear,2705.84,392.75,2.51,9.66,9.37,1,11.97,0.72,0.46,18.16,92.97,0,0,7.25,1,0,97.79
Clothing,Road,Clear,2321.46,314.59,0.25,5.44,3.47,2,4.26,1.34,1.35,27.53,92.43,0,0,10.4,1,0,90.88
Furniture,Road,Rain,1608.49,295.6,3.51,4.66,1.54,9,17.95,1.11,0.47,28.33,115.59,0,0,17.31,3,0,101.03
Furniture,Rail,Clear,1822.21,409.76,0.52,3.09,1.93,6,3.59,0.35,0.86,22.31,115.94,0,0,8.39,1,0,70.84
Food,Road,Clear,1903.26,123.07,2.4,4.21,2.28,7,12.34,0.97,0.42,38.17,83.04,0,1,18.57,2,0,95.03
Pharma,Air,Fog,424.34,117.01,4.49,5.76,7.05,3,14.1,1.29,1.42,28.33,72.93,0,0,7.98,1,0,74.01
Furniture,Air,Clear,619.51,193.84,3.02,9.5,8.22,9,0.55,1.43,1.48,11.77,103.8,0,0,0.09,0,0,116.1
Automobile,Road,Clear,1593.94,37.49,1.07,3.35,1.45,5,17.46,0.66,0.81,17.2,71.43,1,0,3.3,2,0,68.55
Clothing,Sea,Rain,389.92,169.36,4.06,3.08,9.01,8,14.67,0.65,1.44,45.85,93.71,1,0,5.12,3,0,91.66
Automobile,Rail,Clear,2896.69,203.73,1.57,9.65,7.73,6,15.51,0.95,0.41,40.44,100.95,0,0,8.83,2,0,129.41
Automobile,Road,Clear,1546.03,248.03,2.93,6.45,5.77,3,1.6,0.32,1.39,46.45,79.04,1,0,1.2,0,0,84.36
Clothing,Road,Rain,1171.25,127.75,3.22,7.62,9.91,7,7.37,0.65,0.71,12.7,84.67,0,0,19.98,1,0,112.42
Automobile,Road,Clear,514.74,453.51,3.68,8.47,3.39,7,13.02,1.22,1.1,21.77,119.34,0,1,5.6,1,0,93.55
Furniture,Rail,Rain,1278.77,143.25,0.42,1.74,2.96,6,4.96,1.34,0.73,4.39,80.28,0,0,18.41,1,0,71.74
Pharma,Road,Fog,942.16,425.92,4.29,5.36,4.01,4,16.72,0.77,1.02,22.72,71.14,0,0,14.83,2,0,85.15
Clothing,Air,Storm,309.39,223.03,0.66,2.26,5.74,9,8.46,1.4,0.58,12.05,78.63,0,0,20.95,1,0,83.91
Food,Rail,Clear,2902.67,359.36,0.56,6.62,4.48,9,16.12,0.64,1.05,20.56,77.84,1,0,9.5,0,0,111.86
Automobile,Road,Clear,831.69,56.34,2.34,9.58,8.47,5,17.58,0.35,0.91,15.39,88.78,0,0,16.06,2,0,102.86
Clothing,Sea,Rain,2086.89,272.77,1.92,1.51,9.05,9,9.77,0.5,0.73,3.17,110.37,0,0,8.9,0,0,91.96
Electronics,Road,Rain,319.4,480.45,0.37,3.47,9.7,2,4.93,1.34,0.83,13.58,95.08,0,0,18.27,1,0,70.32
Electronics,Sea,Storm,2743.85,333.46,0.91,10.0,8.36,2,7.93,1.46,0.9,25.67,108.77,1,0,9.9,1,0,131.99
Pharma,Road,Rain,1792.72,410.32,2.25,1.05,6.47,3,10.24,1.03,0.8,5.05,116.51,0,0,22.16,1,1,93.55
Furniture,Air,Clear,1987.77,131.27,4.16,2.26,6.52,1,9.38,1.18,0.38,30.38,72.65,0,0,22.68,2,0,70.89
Pharma,Road,Clear,2356.26,400.28,0.69,1.73,2.68,5,0.59,1.3,1.24,33.49,88.08,1,0,23.01,3,1,123.8
Pharma,Rail,Storm,1837.45,176.28,0.61,7.88,3.37,2,2.15,0.53,1.1,19.05,96.21,0,0,16.91,1,0,110.08
Pharma,Air,Fog,259.18,243.05,4.04,7.76,9.98,1,9.4,0.96,1.12,43.72,94.89,0,0,5.72,2,0,79.66
Pharma,Road,Clear,1317.27,94.79,2.51,8.0,3.35,8,9.02,1.43,0.36,4.99,110.97,0,0,19.96,0,0,97.39
Food,Air,Rain,822.99,243.36,1.87,7.97,5.2,0,17.86,0.73,1.23,30.42,87.01,0,0,4.8,3,0,69.61
Food,Road,Clear,1485.82,258.34,2.36,8.52,4.47,3,5.9,1.49,1.23,35.57,71.04,0,0,17.88,1,0,103.1
Clothing,Air,Clear,1242.76,311.54,2.11,7.96,7.19,8,19.56,1.15,1.25,37.92,94.2,0,0,23.31,1,0,119.17
Electronics,Sea,Clear,2488.27,434.45,3.93,5.35,4.02,4,19.46,1.11,1.04,22.21,96.16,0,0,9.31,2,0,92.29
Pharma,Road,Fog,778.79,153.12,0.15,7.71,7.15,5,4.17,0.34,0.92,13.59,102.99,0,0,0.39,1,0,82.19
Clothing,Road,Rain,643.84,492.08,2.22,6.38,9.65,3,0.98,0.31,1.35,46.24,102.03,0,0,19.71,0,0,97.6
Electronics,Road,Storm,2876.35,424.0,0.88,4.3,3.27,9,4.36,0.49,1.0,44.58,118.82,0,0,20.15,0,1,119.9
Automobile,Air,Fog,2851.07,202.06,1.61,8.53,4.34,5,8.68,1.42,0.41,47.31,110.64,1,0,5.19,4,0,125.01
Furniture,Road,Clear,2980.72,114.11,0.65,8.09,4.08,6,7.66,1.25,0.72,35.04,101.95,0,1,12.68,0,0,113.81
Food,Road,Rain,1726.72,36.68,2.19,2.56,3.7,5,9.73,0.92,1.16,37.74,116.67,0,0,9.9,2,0,82.66
Automobile,Road,Storm,383.77,117.95,3.25,1.22,3.43,5,13.99,0.89,0.79,44.71,71.93,0,0,0.23,4,0,80.67
Electronics,Road,Rain,2646.49,442.38,3.34,3.84,6.67,2,10.6,0.45,1.26,21.83,97.89,0,0,17.94,3,0,99.06
Automobile,Sea,Rain,478.09,146.72,4.0,4.63,5.93,7,7.22,0.76,0.86,8.64,88.16,1,0,7.74,2,0,73.22
Furniture,Road,Clear,509.0,69.85,4.09,2.57,5.58,7,13.68,0.48,0.76,27.3,118.0,0,0,22.67,1,0,79.26
Electronics,Air,Rain,620.52,12.31,3.03,8.7,8.21,3,7.02,0.63,0.72,23.42,83.16,1,0,19.77,0,0,98.57
Automobile,Rail,Clear,1977.59,149.54,1.83,1.3,2.32,7,7.38,0.31,0.68,37.67,81.67,1,0,19.34,1,0,83.14
Food,Rail,Clear,366.24,108.86,0.35,5.35,2.53,8,7.19,0.76,0.88,35.74,71.57,0,0,18.0,0,0,73.64
Food,Road,Clear,2345.93,52.0,0.28,1.5,5.62,4,6.43,1.1,1.02,13.96,78.19,0,0,12.64,2,0,87.87
Clothing,Air,Clear,221.84,475.59,0.65,5.83,4.18,2,14.16,1.12,1.41,5.81,86.81,0,0,4.78,1,0,52.36
Automobile,Sea,Clear,375.82,134.54,4.92,5.17,2.56,6,3.91,0.8,1.18,27.99,88.15,0,0,12.77,1,0,71.47
Pharma,Road,Clear,1331.74,4.08,3.95,8.02,7.22,3,15.6,1.18,0.55,32.82,72.35,0,0,3.04,3,0,87.52
Automobile,Road,Clear,1168.56,472.19,2.08,7.21,5.46,7,18.49,0.81,0.84,24.85,112.51,0,0,22.96,2,1,111.37
Electronics,Road,Clear,2969.64,289.68,2.38,8.6,2.82,2,5.89,1.38,0.67,32.37,83.84,0,0,3.34,2,0,97.89
Electronics,Road,Clear,2902.25,42.32,3.71,5.9,3.38,0,14.23,0.68,0.59,36.34,102.4,0,0,0.65,2,0,73.54
Automobile,Road,Storm,609.56,16.68,2.62,8.4,7.51,4,12.28,1.02,1.09,21.87,113.39,0,0,0.34,3,0,96.3
Furniture,Rail,Storm,2842.66,54.82,1.87,7.47,3.95,5,6.34,0.42,0.44,24.62,113.0,0,0,19.71,0,1,122.44
Food,Road,Storm,2092.17,296.15,1.81,8.02,2.84,8,5.11,0.9,0.33,30.84,89.47,0,0,9.89,1,0,117.62
Electronics,Air,Fog,1256.09,31.87,1.13,6.41,9.69,2,18.91,0.75,0.8,29.97,90.01,0,0,4.05,2,0,74.82
Food,Air,Clear,2231.91,284.5,4.44,7.48,1.79,5,14.09,0.61,0.46,23.81,96.79,0,0,18.51,3,0,97.84
Electronics,Road,Clear,2705.42,326.62,2.13,4.62,2.32,7,13.07,0.68,0.91,12.91,78.91,1,0,12.58,2,0,95.41
Clothing,Rail,Clear,581.42,74.64,3.79,1.76,7.46,9,19.94,0.68,0.96,33.03,98.8,1,1,13.89,2,0,92.99
Pharma,Road,Fog,628.15,244.73,2.91,4.75,4.83,3,7.39,0.88,0.5,19.24,119.71,1,0,13.37,1,0,79.7
Electronics,Sea,Storm,1255.73,481.98,3.8,2.56,7.78,9,4.96,1.31,1.14,22.54,97.69,0,0,21.51,5,0,122.19
Food,Road,Clear,549.17,418.41,1.67,6.66,5.98,9,6.93,0.88,0.44,25.68,100.82,0,0,8.35,4,0,88.82
Clothing,Air,Clear,1113.17,361.96,3.78,3.37,1.36,5,3.82,0.55,1.04,22.99,71.94,0,1,22.78,1,0,86.4
Electronics,Rail,Rain,1954.79,259.35,3.97,9.62,7.16,2,18.54,0.38,1.07,32.11,88.41,1,0,3.2,0,0,99.88
Furniture,Road,Clear,2447.81,197.74,0.61,3.44,8.25,9,14.09,0.72,1.27,25.17,85.09,1,0,14.25,2,0,109.0
Pharma,Road,Rain,940.71,226.27,0.55,1.88,5.97,8,12.3,0.49,1.36,15.05,93.28,1,0,17.31,0,0,87.7
Electronics,Rail,Fog,881.11,382.54,4.93,8.93,3.77,5,16.23,1.3,1.1,46.01,99.56,0,0,15.33,2,0,108.84
Clothing,Road,Rain,2350.24,277.59,0.68,4.73,1.14,1,10.56,1.49,1.04,47.38,77.0,0,0,22.33,2,0,90.82
Furniture,Sea,Fog,1174.03,382.56,3.46,4.2,9.16,6,4.22,1.32,1.11,4.42,76.2,0,1,5.08,1,1,92.22
Automobile,Sea,Clear,2464.5,484.97,3.76,8.97,7.36,6,3.51,0.76,0.93,32.72,88.6,1,0,18.09,1,0,125.77
Clothing,Road,Rain,2980.47,320.62,0.41,6.88,1.4,0,10.69,0.4,1.04,42.68,112.22,0,0,10.82,1,0,89.05
Clothing,Road,Storm,2940.02,301.95,3.76,5.79,8.57,3,16.21,1.15,1.39,45.71,74.81,0,0,6.65,0,0,110.35
Furniture,Road,Rain,2004.93,203.67,2.16,3.94,1.48,0,4.82,1.1,1.13,39.18,89.11,0,0,1.19,2,0,63.2
Clothing,Road,Rain,1156.88,99.18,1.45,3.63,7.4,5,14.25,0.38,0.66,42.95,98.71,0,0,3.7,1,0,73.17
Furniture,Rail,Rain,243.2,187.73,3.36,6.22,7.25,4,5.37,1.25,1.16,17.75,78.07,0,0,6.19,0,0,70.71
Electronics,Rail,Storm,2227.22,260.53,4.18,5.51,9.25,2,8.94,1.29,0.41,40.05,78.69,0,0,14.86,4,0,103.03
Furniture,Road,Clear,2935.0,18.39,2.91,3.48,2.49,8,1.69,1.16,0.84,29.73,99.31,0,0,22.99,2,0,118.47
Furniture,Road,Clear,250.55,238.43,4.37,2.66,6.11,8,10.31,1.17,0.77,21.0,97.91,0,0,7.03,0,0,56.75
Pharma,Road,Clear,68.19,431.21,0.21,8.36,5.9,5,3.8,1.13,0.7,39.0,107.66,0,0,2.08,1,0,71.27
Furniture,Road,Fog,2503.74,488.34,3.72,7.19,1.31,5,16.96,0.82,1.05,11.37,83.17,0,0,8.62,2,0,107.76
Furniture,Rail,Fog,351.66,427.92,0.93,9.94,6.74,8,19.17,1.04,0.5,45.55,98.17,0,0,23.9,2,0,126.1
Automobile,Road,Clear,290.79,86.82,1.5,5.64,3.29,1,2.14,1.04,1.43,22.72,114.46,0,0,18.79,2,0,72.45
Electronics,Rail,Clear,2735.49,78.35,2.9,9.95,3.99,0,10.91,0.95,0.61,40.9,91.47,1,0,3.8,5,1,122.74
Pharma,Air,Fog,284.7,197.26,1.44,5.15,3.17,9,14.23,1.02,1.13,12.54,88.55,0,0,4.4,3,0,76.92
Automobile,Rail,Clear,386.35,113.49,0.92,5.81,1.5,2,1.77,0.78,0.83,43.0,111.29,0,0,14.29,2,0,60.65
Food,Road,Clear,1730.24,338.32,4.44,2.88,2.5,7,11.3,1.11,0.55,26.61,109.04,0,0,4.66,1,0,69.13
Electronics,Air,Clear,2282.6,43.19,4.54,2.35,2.87,1,18.77,0.57,0.81,13.82,86.06,1,0,23.93,3,1,94.59
Electronics,Air,Clear,1228.74,222.42,0.28,9.46,6.2,7,10.77,1.32,0.73,29.27,83.31,0,0,19.43,5,0,114.04
Food,Rail,Rain,1290.74,140.9,2.55,9.83,2.21,9,12.61,1.32,1.24,4.48,101.75,0,0,0.48,1,0,92.16
Furniture,Road,Clear,1916.25,298.11,1.1,5.93,9.29,5,6.89,0.9,1.09,17.92,83.23,0,0,6.94,1,0,95.32
Automobile,Road,Rain,1541.0,398.74,4.33,3.45,3.09,3,12.5,0.9,1.3,25.89,91.43,0,0,6.58,0,0,69.93
Clothing,Air,Fog,104.95,461.86,2.37,9.56,6.87,3,17.82,0.78,0.35,25.74,94.58,0,0,19.67,1,0,96.81
Pharma,Road,Clear,385.07,481.96,2.44,8.17,2.42,6,6.92,0.35,1.3,29.86,111.17,0,0,9.72,1,0,97.15
Clothing,Road,Clear,1765.72,176.25,3.17,2.62,8.16,6,15.56,0.47,0.79,3.03,117.07,0,0,7.47,1,0,77.07
Food,Sea,Storm,2391.3,428.07,0.37,3.69,1.64,8,11.63,1.16,0.61,37.02,96.75,0,0,16.3,0,0,107.94
Electronics,Road,Storm,2301.15,296.39,0.72,1.04,7.64,3,5.52,0.47,0.54,5.38,99.8,0,0,19.98,0,0,94.3
Electronics,Road,Clear,2233.17,346.44,2.54,6.24,4.54,8,8.13,0.79,0.72,45.22,88.89,1,0,23.05,2,0,113.43
Pharma,Road,Clear,2325.25,425.71,4.84,5.74,5.19,3,7.48,0.73,0.72,26.75,90.01,0,0,20.76,0,0,96.37
Electronics,Air,Clear,181.11,65.93,4.23,2.48,4.3,1,9.63,0.56,0.47,47.08,105.04,0,0,17.05,3,0,54.89
Electronics,Road,Rain,2690.55,473.76,4.46,4.05,4.62,6,2.7,0.93,1.02,9.54,118.63,1,0,8.94,1,0,93.86
Pharma,Air,Clear,2673.39,274.15,0.77,9.45,1.05,8,3.44,0.74,0.4,37.47,72.88,0,0,12.54,0,0,105.06
Automobile,Road,Clear,1619.18,168.67,4.8,6.84,1.24,9,7.88,1.21,0.9,28.4,108.52,0,1,13.29,0,0,108.0
Automobile,Road,Clear,783.35,170.03,3.68,8.77,8.15,1,11.46,1.07,0.77,40.28,88.85,0,0,12.85,2,0,101.89
Pharma,Rail,Storm,1796.93,375.75,1.7,8.54,2.92,5,12.55,0.88,1.28,3.42,90.61,0,0,23.29,1,0,122.33
Food,Road,Clear,1695.76,339.65,4.34,9.29,6.47,5,18.25,0.99,0.56,18.17,86.19,0,0,18.61,0,0,107.0
Electronics,Sea,Rain,707.72,365.01,3.76,1.37,6.88,9,11.59,0.82,0.97,31.99,97.04,1,0,1.51,0,0,81.13
Electronics,Road,Clear,1829.23,127.24,3.71,3.36,7.28,2,14.73,1.24,0.44,14.53,99.28,0,0,14.42,0,0,76.06
Food,Road,Clear,2402.02,85.93,3.7,4.74,6.38,7,9.89,1.45,1.16,43.72,103.25,0,0,17.3,3,0,105.69
Automobile,Road,Rain,2428.02,361.21,4.02,6.76,6.66,4,10.71,1.22,0.69,37.3,100.52,0,0,8.46,2,0,107.61
Furniture,Road,Storm,226.11,149.94,4.75,6.47,6.23,3,12.0,1.33,1.45,18.47,108.73,1,0,3.33,0,0,84.31
Furniture,Sea,Rain,631.63,112.0,0.77,3.21,9.35,3,10.68,1.24,1.39,8.05,101.15,0,0,6.91,4,0,69.74
Furniture,Sea,Rain,2021.26,108.09,5.0,2.74,6.98,4,6.53,0.79,0.87,32.51,119.02,0,1,4.22,3,0,85.62
Automobile,Road,Clear,2586.5,75.05,4.37,4.94,4.18,9,19.56,1.32,1.25,34.82,86.02,0,0,13.99,3,0,110.68
Automobile,Air,Rain,1587.59,213.98,2.26,3.26,4.21,3,12.57,0.35,0.39,13.85,101.59,0,0,10.19,1,0,64.07
Food,Air,Clear,2137.2,131.21,0.87,9.69,1.72,5,7.25,1.36,1.24,5.18,75.61,0,0,23.9,2,0,114.63
Electronics,Road,Clear,112.16,447.04,2.32,9.69,9.93,7,16.07,0.86,0.84,7.26,89.37,0,0,23.07,0,0,106.57
Food,Road,Storm,1844.84,344.88,3.92,2.02,9.02,1,3.69,0.7,0.41,42.26,76.17,0,0,19.84,2,0,91.92
Food,Sea,Storm,2887.63,372.19,3.05,7.35,1.39,6,19.85,0.93,0.63,18.77,98.63,0,0,14.96,3,0,122.49
Automobile,Sea,Rain,1999.99,202.4,1.47,3.05,8.76,5,15.88,1.13,0.66,38.57,114.64,0,0,3.7,4,0,96.39
Furniture,Sea,Storm,2770.71,300.5,2.09,7.46,2.25,3,2.4,1.04,1.16,19.76,104.23,0,0,8.07,0,0,109.47
Clothing,Rail,Fog,1719.73,250.9,4.78,7.9,3.15,1,17.04,1.04,1.24,36.95,119.61,0,0,10.02,0,0,91.78
Electronics,Air,Clear,2537.97,84.56,4.04,1.43,7.13,0,5.54,0.42,0.94,40.49,111.27,0,0,17.78,1,0,76.44
Automobile,Road,Fog,416.28,24.88,0.71,7.26,7.57,7,12.94,1.17,0.7,16.43,114.11,0,0,17.42,3,0,101.03
Furniture,Road,Rain,414.36,342.08,2.77,9.07,5.55,7,3.72,1.15,0.79,47.8,106.31,0,0,18.26,0,0,116.79
Clothing,Road,Storm,404.53,61.47,4.66,2.95,9.71,8,14.36,0.44,1.05,9.27,81.49,0,0,22.49,2,0,92.83
Clothing,Air,Rain,1492.11,29.62,0.27,2.04,5.41,4,15.27,0.35,1.06,27.45,90.0,0,0,9.89,4,1,73.32
Automobile,Rail,Rain,1024.28,221.49,0.31,6.1,3.33,8,17.11,1.48,0.52,32.28,104.62,0,0,3.09,1,0,83.75
Pharma,Rail,Rain,2171.6,369.28,3.61,5.66,1.08,3,10.01,1.2,0.9,8.23,99.92,0,0,20.81,2,0,93.03
Electronics,Sea,Clear,2712.73,384.67,2.92,8.97,8.81,9,11.29,1.03,0.98,2.58,97.54,0,0,23.87,1,1,144.23
Clothing,Sea,Fog,1877.16,436.86,0.33,5.06,4.56,3,4.69,0.68,1.2,6.59,81.07,0,0,16.7,1,0,99.01
Automobile,Sea,Clear,678.97,100.41,4.98,4.72,8.04,4,10.56,0.63,0.86,7.83,117.34,0,0,6.43,3,0,70.79
Automobile,Road,Clear,2796.09,492.83,2.94,7.43,7.96,2,10.87,0.46,1.42,30.96,72.43,0,0,10.45,1,0,105.02
Furniture,Rail,Clear,1607.18,381.84,2.51,1.7,1.39,4,16.28,1.03,1.1,46.64,117.52,1,0,9.67,0,0,62.16
Pharma,Air,Clear,2173.84,79.45,2.29,1.51,8.39,4,14.37,0.99,1.17,24.28,82.05,0,0,14.91,2,0,85.7
Electronics,Road,Clear,2676.99,420.52,3.53,5.54,3.6,9,14.12,1.42,1.0,38.32,95.0,0,0,17.71,1,0,119.51
Food,Sea,Clear,2970.0,249.98,2.35,1.8,8.57,3,1.08,1.05,1.31,5.95,94.2,1,0,8.39,0,0,96.88
Furniture,Sea,Clear,1542.89,34.21,3.33,9.45,5.43,4,11.15,0.84,0.73,17.57,72.76,0,0,21.63,1,0,117.86
Clothing,Road,Clear,2433.79,66.89,2.49,6.89,6.32,4,19.86,1.38,0.34,8.38,111.28,1,0,12.59,3,1,105.12
Clothing,Road,Clear,1722.26,217.51,3.09,7.78,1.91,8,15.17,1.04,0.44,33.28,74.12,1,0,19.49,2,0,110.01
Furniture,Air,Clear,1485.04,265.72,4.05,3.06,4.41,0,16.78,1.16,0.81,46.07,75.66,0,1,21.05,4,0,73.99
Automobile,Air,Fog,1636.25,473.8,4.1,5.45,9.74,6,10.12,1.05,0.77,16.4,79.69,0,0,20.6,1,0,111.82
Clothing,Sea,Clear,1478.61,108.64,4.26,2.2,9.33,0,16.72,0.5,0.84,15.46,98.37,0,0,14.55,2,0,75.4
Pharma,Road,Clear,1292.03,237.58,1.09,2.83,9.95,0,16.43,0.45,0.95,21.54,95.41,0,0,5.44,2,0,63.72
Electronics,Road,Clear,2184.98,113.72,0.4,6.11,5.59,2,10.84,1.05,0.79,5.93,110.09,0,0,15.25,3,0,94.3
Pharma,Road,Clear,786.54,279.64,4.2,3.52,8.36,4,11.58,1.4,0.36,36.75,97.15,0,0,15.7,3,0,75.3
Clothing,Road,Rain,1868.33,454.75,0.31,9.25,5.1,8,1.51,1.46,1.26,43.99,95.87,1,0,9.41,4,0,128.0
Food,Road,Clear,2153.23,284.31,1.15,9.96,9.47,8,17.14,1.49,1.42,5.23,79.91,0,0,13.65,3,0,135.82
Electronics,Sea,Clear,2681.67,255.53,2.68,1.04,9.87,0,3.11,1.31,0.99,17.91,84.35,0,0,13.1,1,0,79.64
Electronics,Road,Clear,1029.04,375.31,4.29,7.83,8.9,2,6.37,0.74,0.86,41.97,93.57,0,0,0.11,4,0,87.26
Furniture,Road,Rain,2588.77,74.66,4.49,2.04,6.59,0,15.02,1.04,0.44,8.25,111.67,0,0,14.98,1,0,73.32
Furniture,Road,Storm,2838.61,452.9,3.18,6.17,9.9,0,6.37,1.03,1.41,33.31,91.53,0,0,2.04,1,0,107.2
Food,Road,Clear,1963.6,289.24,4.84,3.06,9.85,8,10.36,0.95,0.73,10.13,88.3,0,0,8.73,5,0,96.41
Automobile,Rail,Clear,2325.73,343.47,3.68,9.68,5.28,1,3.51,1.19,1.23,35.24,107.59,0,0,11.03,3,0,99.68
Electronics,Air,Clear,1246.84,409.66,2.69,8.88,3.73,0,6.18,0.5,0.53,31.74,106.87,0,1,17.82,2,0,91.63
Food,Rail,Rain,2858.8,317.88,0.76,6.36,2.69,5,14.82,0.53,1.39,45.82,111.24,0,0,4.46,2,0,98.82
Furniture,Road,Clear,2029.04,320.96,2.2,2.58,7.09,1,8.66,1.43,1.15,27.13,110.98,0,0,22.59,2,0,85.11
Furniture,Road,Clear,964.96,365.08,4.13,8.04,1.31,4,11.48,1.31,0.68,22.44,88.03,0,0,1.53,2,0,80.78
Electronics,Road,Clear,1242.57,27.07,1.49,5.68,7.87,2,7.46,1.28,1.21,25.31,82.77,0,0,1.36,1,1,73.62
Pharma,Road,Clear,1872.38,191.72,2.93,6.5,1.46,9,18.65,0.88,0.67,29.19,114.2,0,0,3.53,1,0,91.78
Clothing,Rail,Clear,740.7,481.51,4.92,7.46,3.39,4,17.2,0.98,0.56,46.31,105.15,0,0,3.83,0,0,69.85
Furniture,Road,Clear,2274.05,129.71,0.95,4.75,5.48,7,2.7,1.05,1.27,3.77,71.09,1,0,14.06,2,0,94.27
Automobile,Air,Clear,712.84,271.59,0.6,1.07,1.88,5,19.56,0.65,1.42,28.51,87.59,0,0,18.91,2,0,59.64
Automobile,Road,Clear,1795.78,88.54,4.0,4.28,1.33,7,16.28,0.65,0.36,24.89,98.94,0,0,17.13,2,0,86.73
Furniture,Air,Rain,2106.17,162.31,0.22,4.72,5.32,5,3.59,0.52,0.4,46.51,115.74,1,0,4.44,2,0,83.22
Pharma,Sea,Clear,2586.26,358.82,3.25,4.3,8.98,3,1.31,0.97,1.36,37.87,81.72,0,0,21.25,1,1,111.98
Pharma,Air,Rain,2215.01,321.9,1.75,8.48,4.67,3,17.91,0.5,1.44,42.06,81.11,0,0,4.03,1,0,92.41
Food,Air,Rain,2406.53,207.74,3.65,3.99,2.8,9,15.28,0.54,1.15,4.57,105.29,0,0,14.37,1,0,86.06
Automobile,Sea,Rain,2743.15,469.1,0.69,4.75,4.68,9,5.87,1.38,0.82,41.22,101.76,0,0,12.49,1,0,117.7
Food,Air,Fog,1813.43,387.75,1.72,1.55,7.5,2,19.06,0.93,0.92,36.5,99.2,0,0,14.61,1,0,69.97
Automobile,Road,Clear,2546.53,134.69,0.18,7.45,1.37,7,18.17,1.04,0.75,24.53,91.02,0,0,5.71,3,0,99.24
Clothing,Road,Clear,734.02,233.26,1.25,2.94,1.28,9,4.66,0.46,1.43,15.98,113.95,0,0,13.61,2,0,66.96
Clothing,Rail,Rain,2453.46,439.14,2.47,3.12,5.17,8,8.28,0.55,1.12,17.62,89.23,0,0,8.92,2,0,99.56
Electronics,Rail,Rain,703.98,12.21,0.97,6.28,7.09,7,1.42,0.42,1.44,31.59,95.87,0,0,16.36,2,0,99.62
Food,Road,Rain,2807.16,291.15,3.04,9.85,6.52,8,6.51,0.63,1.38,5.56,72.02,0,0,10.37,3,0,142.54
Furniture,Road,Clear,1023.42,116.75,0.68,4.69,6.74,9,10.17,1.36,1.12,12.42,75.38,0,0,0.84,3,0,78.28
Food,Sea,Rain,556.92,32.85,3.75,3.94,2.49,8,1.74,1.37,0.58,32.12,118.43,0,0,9.62,1,0,75.63
Furniture,Road,Fog,487.1,456.52,4.62,1.33,5.85,2,7.07,1.11,0.84,14.92,74.26,0,0,1.51,3,0,58.37
Pharma,Road,Clear,602.45,408.33,1.99,8.09,4.4,3,3.44,1.35,1.11,38.12,102.41,0,0,17.67,2,0,87.93
Food,Road,Fog,1370.24,93.46,2.69,3.35,1.99,2,18.51,0.53,0.86,35.6,70.69,1,0,5.75,3,0,66.75
Pharma,Rail,Clear,1590.34,418.64,2.49,7.92,2.15,4,16.68,0.48,0.83,24.67,117.9,1,0,4.41,3,0,82.7
Clothing,Road,Clear,2745.67,74.07,3.95,3.54,6.81,8,15.44,1.22,0.81,38.1,94.36,0,0,19.87,1,0,102.5
Clothing,Air,Clear,1173.99,238.6,4.97,1.27,9.61,2,15.6,1.49,0.51,8.55,107.96,0,0,13.44,3,0,65.98
Electronics,Road,Clear,691.57,363.16,3.7,5.48,1.96,5,0.78,1.16,0.76,39.27,82.18,0,0,21.6,2,1,93.83
Food,Air,Rain,2244.27,267.37,1.15,9.15,5.45,3,12.25,0.34,1.49,10.52,110.4,0,0,8.09,0,0,107.43
